YEAR,UNIQUE_ID,COUNTYFP,CNTY_CODE,CNTY_NAME,PRECINCT_ID
2022,BRA-0004,7,BRA,Bradford,4
2022,BRA-0005,7,BRA,Bradford,5
2022,BRA-0006,7,BRA,Bradford,6
2022,BRA-0007,7,BRA,Bradford,7
2022,BRA-0008,7,BRA,Bradford,8
2022,BRA-0009,7,BRA,Bradford,9
2022,BRA-0010,7,BRA,Bradford,10
2022,BRA-0011,7,BRA,Bradford,11
2022,BRA-0012,7,BRA,Bradford,12
2022,BRA-0013,7,BRA,Bradford,13
2022,BRA-0014,7,BRA,Bradford,14
2022,BRE-0100,9,BRE,Brevard,100
2022,BRE-0102,9,BRE,Brevard,102
2022,BRE-0103,9,BRE,Brevard,103
2022,BRE-0104,9,BRE,Brevard,104
2022,BRE-0105,9,BRE,Brevard,105
2022,BRE-0106,9,BRE,Brevard,106
2022,BRE-0107,9,BRE,Brevard,107
2022,BRE-0108,9,BRE,Brevard,108
2022,BRE-0109,9,BRE,Brevard,109
2022,BRE-0111,9,BRE,Brevard,111
2022,BRE-0112,9,BRE,Brevard,112
2022,BRE-0113,9,BRE,Brevard,113
2022,BRE-0114,9,BRE,Brevard,114
2022,BRE-0115,9,BRE,Brevard,115
2022,BRE-0116,9,BRE,Brevard,116
2022,BRE-0120,9,BRE,Brevard,120
2022,BRE-0121,9,BRE,Brevard,121
2022,BRE-0122,9,BRE,Brevard,122
2022,BRE-0125,9,BRE,Brevard,125
2022,BRE-0126,9,BRE,Brevard,126
2022,BRE-0127,9,BRE,Brevard,127
2022,BRE-0128,9,BRE,Brevard,128
2022,BRE-0129,9,BRE,Brevard,129
2022,BRE-0130,9,BRE,Brevard,130
2022,BRE-0131,9,BRE,Brevard,131
2022,BRE-0132,9,BRE,Brevard,132
2022,BRE-0133,9,BRE,Brevard,133
2022,BRE-0135,9,BRE,Brevard,135
2022,BRE-0137,9,BRE,Brevard,137
2022,BRE-0138,9,BRE,Brevard,138
2022,BRE-0139,9,BRE,Brevard,139
2022,BRE-0140,9,BRE,Brevard,140
2022,BRE-0141,9,BRE,Brevard,141
2022,BRE-0142,9,BRE,Brevard,142
2022,BRE-0200,9,BRE,Brevard,200
2022,BRE-0201,9,BRE,Brevard,201
2022,BRE-0203,9,BRE,Brevard,203
2022,BRE-0204,9,BRE,Brevard,204
2022,BRE-0205,9,BRE,Brevard,205
2022,BRE-0206,9,BRE,Brevard,206
2022,BRE-0207,9,BRE,Brevard,207
2022,BRE-0208,9,BRE,Brevard,208
2022,BRE-0209,9,BRE,Brevard,209
2022,BRE-0211,9,BRE,Brevard,211
2022,BRE-0212,9,BRE,Brevard,212
2022,BRE-0213,9,BRE,Brevard,213
2022,BRE-0214,9,BRE,Brevard,214
2022,BRE-0215,9,BRE,Brevard,215
2022,BRE-0216,9,BRE,Brevard,216
2022,BRE-0217,9,BRE,Brevard,217
2022,BRE-0218,9,BRE,Brevard,218
2022,BRE-0219,9,BRE,Brevard,219
2022,BRE-0220,9,BRE,Brevard,220
2022,BRE-0221,9,BRE,Brevard,221
2022,BRE-0222,9,BRE,Brevard,222
2022,BRE-0223,9,BRE,Brevard,223
2022,BRE-0224,9,BRE,Brevard,224
2022,BRE-0225,9,BRE,Brevard,225
2022,BRE-0226,9,BRE,Brevard,226
2022,BRE-0227,9,BRE,Brevard,227
2022,BRE-0228,9,BRE,Brevard,228
2022,BRE-0229,9,BRE,Brevard,229
2022,BRE-0230,9,BRE,Brevard,230
2022,BRE-0231,9,BRE,Brevard,231
2022,BRE-0233,9,BRE,Brevard,233
2022,BRE-0235,9,BRE,Brevard,235
2022,BRE-0236,9,BRE,Brevard,236
2022,BRE-0237,9,BRE,Brevard,237
2022,BRE-0238,9,BRE,Brevard,238
2022,BRE-0240,9,BRE,Brevard,240
2022,BRE-0241,9,BRE,Brevard,241
2022,BRE-0242,9,BRE,Brevard,242
2022,BRE-0243,9,BRE,Brevard,243
2022,BRE-0300,9,BRE,Brevard,300
2022,BRE-0301,9,BRE,Brevard,301
2022,BRE-0302,9,BRE,Brevard,302
2022,BRE-0303,9,BRE,Brevard,303
2022,BRE-0304,9,BRE,Brevard,304
2022,BRE-0305,9,BRE,Brevard,305
2022,BRE-0306,9,BRE,Brevard,306
2022,BRE-0307,9,BRE,Brevard,307
2022,BRE-0308,9,BRE,Brevard,308
2022,BRE-0309,9,BRE,Brevard,309
2022,BRE-0310,9,BRE,Brevard,310
2022,BRE-0311,9,BRE,Brevard,311
2022,BRE-0312,9,BRE,Brevard,312
2022,BRE-0313,9,BRE,Brevard,313
2022,BRE-0314,9,BRE,Brevard,314
2022,BRE-0316,9,BRE,Brevard,316
2022,BRE-0317,9,BRE,Brevard,317
2022,BRE-0318,9,BRE,Brevard,318
2022,BRE-0319,9,BRE,Brevard,319
2022,BRE-0320,9,BRE,Brevard,320
2022,BRE-0321,9,BRE,Brevard,321
2022,BRE-0322,9,BRE,Brevard,322
2022,BRE-0323,9,BRE,Brevard,323
2022,BRE-0324,9,BRE,Brevard,324
2022,BRE-0325,9,BRE,Brevard,325
2022,BRE-0326,9,BRE,Brevard,326
2022,BRE-0327,9,BRE,Brevard,327
2022,BRE-0328,9,BRE,Brevard,328
2022,BRE-0329,9,BRE,Brevard,329
2022,BRE-0400,9,BRE,Brevard,400
2022,BRE-0402,9,BRE,Brevard,402
2022,BRE-0403,9,BRE,Brevard,403
2022,BRE-0404,9,BRE,Brevard,404
2022,BRE-0405,9,BRE,Brevard,405
2022,BRE-0406,9,BRE,Brevard,406
2022,BRE-0407,9,BRE,Brevard,407
2022,BRE-0408,9,BRE,Brevard,408
2022,BRE-0409,9,BRE,Brevard,409
2022,BRE-0410,9,BRE,Brevard,410
2022,BRE-0411,9,BRE,Brevard,411
2022,BRE-0412,9,BRE,Brevard,412
2022,BRE-0414,9,BRE,Brevard,414
2022,BRE-0415,9,BRE,Brevard,415
2022,BRE-0417,9,BRE,Brevard,417
2022,BRE-0418,9,BRE,Brevard,418
2022,BRE-0419,9,BRE,Brevard,419
2022,BRE-0420,9,BRE,Brevard,420
2022,BRE-0421,9,BRE,Brevard,421
2022,BRE-0422,9,BRE,Brevard,422
2022,BRE-0424,9,BRE,Brevard,424
2022,BRE-0425,9,BRE,Brevard,425
2022,BRE-0426,9,BRE,Brevard,426
2022,BRE-0427,9,BRE,Brevard,427
2022,BRE-0428,9,BRE,Brevard,428
2022,BRE-0429,9,BRE,Brevard,429
2022,BRE-0430,9,BRE,Brevard,430
2022,BRE-0431,9,BRE,Brevard,431
2022,BRE-0432,9,BRE,Brevard,432
2022,BRE-0434,9,BRE,Brevard,434
2022,BRE-0435,9,BRE,Brevard,435
2022,BRE-0436,9,BRE,Brevard,436
2022,BRE-0437,9,BRE,Brevard,437
2022,BRE-0438,9,BRE,Brevard,438
2022,BRE-0440,9,BRE,Brevard,440
2022,BRE-0441,9,BRE,Brevard,441
2022,BRE-0442,9,BRE,Brevard,442
2022,BRE-0443,9,BRE,Brevard,443
2022,BRE-0444,9,BRE,Brevard,444
2022,BRE-0500,9,BRE,Brevard,500
2022,BRE-0501,9,BRE,Brevard,501
2022,BRE-0502,9,BRE,Brevard,502
2022,BRE-0503,9,BRE,Brevard,503
2022,BRE-0504,9,BRE,Brevard,504
2022,BRE-0505,9,BRE,Brevard,505
2022,BRE-0506,9,BRE,Brevard,506
2022,BRE-0507,9,BRE,Brevard,507
2022,BRE-0508,9,BRE,Brevard,508
2022,BRE-0509,9,BRE,Brevard,509
2022,BRE-0510,9,BRE,Brevard,510
2022,BRE-0511,9,BRE,Brevard,511
2022,BRE-0512,9,BRE,Brevard,512
2022,BRE-0513,9,BRE,Brevard,513
2022,BRE-0515,9,BRE,Brevard,515
2022,BRE-0516,9,BRE,Brevard,516
2022,BRE-0517,9,BRE,Brevard,517
2022,BRE-0518,9,BRE,Brevard,518
2022,BRE-0519,9,BRE,Brevard,519
2022,BRE-0520,9,BRE,Brevard,520
2022,BRE-0522,9,BRE,Brevard,522
2022,BRE-0523,9,BRE,Brevard,523
2022,BRE-0525,9,BRE,Brevard,525
2022,BRE-0527,9,BRE,Brevard,527
2022,BRE-0528,9,BRE,Brevard,528
2022,BRE-0529,9,BRE,Brevard,529
2022,BRE-0530,9,BRE,Brevard,530
2022,BRE-0531,9,BRE,Brevard,531
2022,BRE-0532,9,BRE,Brevard,532
2022,BRE-0999,9,BRE,Brevard,999
2022,BRO-0001,11,BRO,Broward,1
2022,BRO-0002,11,BRO,Broward,2
2022,BRO-0003,11,BRO,Broward,3
2022,BRO-0004,11,BRO,Broward,4
2022,BRO-0005,11,BRO,Broward,5
2022,BRO-0006,11,BRO,Broward,6
2022,BRO-0007,11,BRO,Broward,7
2022,BRO-0008,11,BRO,Broward,8
2022,BRO-0009,11,BRO,Broward,9
2022,BRO-0010,11,BRO,Broward,10
2022,BRO-0011,11,BRO,Broward,11
2022,BRO-0012,11,BRO,Broward,12
2022,BRO-0013,11,BRO,Broward,13
2022,BRO-0014,11,BRO,Broward,14
2022,BRO-0015,11,BRO,Broward,15
2022,BRO-0016,11,BRO,Broward,16
2022,BRO-0017,11,BRO,Broward,17
2022,BRO-0018,11,BRO,Broward,18
2022,BRO-0019,11,BRO,Broward,19
2022,BRO-0020,11,BRO,Broward,20
2022,BRO-0021,11,BRO,Broward,21
2022,BRO-0022,11,BRO,Broward,22
2022,BRO-0023,11,BRO,Broward,23
2022,BRO-0024,11,BRO,Broward,24
2022,BRO-0025,11,BRO,Broward,25
2022,BRO-0026,11,BRO,Broward,26
2022,BRO-0027,11,BRO,Broward,27
2022,BRO-0028,11,BRO,Broward,28
2022,BRO-0029,11,BRO,Broward,29
2022,BRO-0030,11,BRO,Broward,30
2022,BRO-0031,11,BRO,Broward,31
2022,BRO-0032,11,BRO,Broward,32
2022,BRO-0033,11,BRO,Broward,33
2022,BRO-0034,11,BRO,Broward,34
2022,BRO-0035,11,BRO,Broward,35
2022,BRO-0036,11,BRO,Broward,36
2022,BRO-0037,11,BRO,Broward,37
2022,BRO-0038,11,BRO,Broward,38
2022,BRO-0039,11,BRO,Broward,39
2022,BRO-0040,11,BRO,Broward,40
2022,BRO-0041,11,BRO,Broward,41
2022,BRO-0042,11,BRO,Broward,42
2022,BRO-0043,11,BRO,Broward,43
2022,BRO-0044,11,BRO,Broward,44
2022,BRO-0045,11,BRO,Broward,45
2022,BRO-0046,11,BRO,Broward,46
2022,BRO-0047,11,BRO,Broward,47
2022,BRO-0048,11,BRO,Broward,48
2022,BRO-0049,11,BRO,Broward,49
2022,BRO-0050,11,BRO,Broward,50
2022,BRO-0051,11,BRO,Broward,51
2022,BRO-0052,11,BRO,Broward,52
2022,BRO-0053,11,BRO,Broward,53
2022,BRO-0054,11,BRO,Broward,54
2022,BRO-0055,11,BRO,Broward,55
2022,BRO-0056,11,BRO,Broward,56
2022,BRO-0057,11,BRO,Broward,57
2022,BRO-0058,11,BRO,Broward,58
2022,BRO-0059,11,BRO,Broward,59
2022,BRO-0060,11,BRO,Broward,60
2022,BRO-0061,11,BRO,Broward,61
2022,BRO-0062,11,BRO,Broward,62
2022,BRO-0063,11,BRO,Broward,63
2022,BRO-0064,11,BRO,Broward,64
2022,BRO-0065,11,BRO,Broward,65
2022,BRO-0066,11,BRO,Broward,66
2022,BRO-0067,11,BRO,Broward,67
2022,BRO-0068,11,BRO,Broward,68
2022,BRO-0069,11,BRO,Broward,69
2022,BRO-0070,11,BRO,Broward,70
2022,BRO-0071,11,BRO,Broward,71
2022,BRO-0072,11,BRO,Broward,72
2022,BRO-0073,11,BRO,Broward,73
2022,BRO-0074,11,BRO,Broward,74
2022,BRO-0075,11,BRO,Broward,75
2022,BRO-0076,11,BRO,Broward,76
2022,BRO-0077,11,BRO,Broward,77
2022,BRO-0078,11,BRO,Broward,78
2022,BRO-0079,11,BRO,Broward,79
2022,BRO-0080,11,BRO,Broward,80
2022,BRO-0081,11,BRO,Broward,81
2022,BRO-0082,11,BRO,Broward,82
2022,BRO-0083,11,BRO,Broward,83
2022,BRO-0084,11,BRO,Broward,84
2022,BRO-0085,11,BRO,Broward,85
2022,BRO-0086,11,BRO,Broward,86
2022,BRO-0087,11,BRO,Broward,87
2022,BRO-0088,11,BRO,Broward,88
2022,BRO-0089,11,BRO,Broward,89
2022,BRO-0090,11,BRO,Broward,90
2022,BRO-0091,11,BRO,Broward,91
2022,BRO-0092,11,BRO,Broward,92
2022,BRO-0093,11,BRO,Broward,93
2022,BRO-0094,11,BRO,Broward,94
2022,BRO-0095,11,BRO,Broward,95
2022,BRO-0096,11,BRO,Broward,96
2022,BRO-0097,11,BRO,Broward,97
2022,BRO-0098,11,BRO,Broward,98
2022,BRO-0099,11,BRO,Broward,99
2022,BRO-0100,11,BRO,Broward,100
2022,BRO-0101,11,BRO,Broward,101
2022,BRO-0102,11,BRO,Broward,102
2022,BRO-0103,11,BRO,Broward,103
2022,BRO-0104,11,BRO,Broward,104
2022,BRO-0105,11,BRO,Broward,105
2022,BRO-0106,11,BRO,Broward,106
2022,BRO-0107,11,BRO,Broward,107
2022,BRO-0108,11,BRO,Broward,108
2022,BRO-0109,11,BRO,Broward,109
2022,BRO-0110,11,BRO,Broward,110
2022,BRO-0111,11,BRO,Broward,111
2022,BRO-0112,11,BRO,Broward,112
2022,BRO-0113,11,BRO,Broward,113
2022,BRO-0114,11,BRO,Broward,114
2022,BRO-0115,11,BRO,Broward,115
2022,BRO-0116,11,BRO,Broward,116
2022,BRO-0117,11,BRO,Broward,117
2022,BRO-0118,11,BRO,Broward,118
2022,BRO-0119,11,BRO,Broward,119
2022,BRO-0120,11,BRO,Broward,120
2022,BRO-0121,11,BRO,Broward,121
2022,BRO-0122,11,BRO,Broward,122
2022,BRO-0123,11,BRO,Broward,123
2022,BRO-0124,11,BRO,Broward,124
2022,BRO-0125,11,BRO,Broward,125
2022,BRO-0126,11,BRO,Broward,126
2022,BRO-0127,11,BRO,Broward,127
2022,BRO-0128,11,BRO,Broward,128
2022,BRO-0129,11,BRO,Broward,129
2022,BRO-0130,11,BRO,Broward,130
2022,BRO-0131,11,BRO,Broward,131
2022,BRO-0132,11,BRO,Broward,132
2022,BRO-0133,11,BRO,Broward,133
2022,BRO-0134,11,BRO,Broward,134
2022,BRO-0135,11,BRO,Broward,135
2022,BRO-0136,11,BRO,Broward,136
2022,BRO-0137,11,BRO,Broward,137
2022,BRO-0138,11,BRO,Broward,138
2022,BRO-0139,11,BRO,Broward,139
2022,BRO-0140,11,BRO,Broward,140
2022,BRO-0141,11,BRO,Broward,141
2022,BRO-0142,11,BRO,Broward,142
2022,BRO-0143,11,BRO,Broward,143
2022,BRO-0144,11,BRO,Broward,144
2022,BRO-0145,11,BRO,Broward,145
2022,BRO-0146,11,BRO,Broward,146
2022,BRO-0147,11,BRO,Broward,147
2022,BRO-0148,11,BRO,Broward,148
2022,BRO-0149,11,BRO,Broward,149
2022,BRO-0150,11,BRO,Broward,150
2022,BRO-0151,11,BRO,Broward,151
2022,BRO-0152,11,BRO,Broward,152
2022,BRO-0153,11,BRO,Broward,153
2022,BRO-0154,11,BRO,Broward,154
2022,BRO-0155,11,BRO,Broward,155
2022,BRO-0156,11,BRO,Broward,156
2022,BRO-0157,11,BRO,Broward,157
2022,BRO-0158,11,BRO,Broward,158
2022,BRO-0159,11,BRO,Broward,159
2022,BRO-0160,11,BRO,Broward,160
2022,BRO-0161,11,BRO,Broward,161
2022,BRO-0162,11,BRO,Broward,162
2022,BRO-0163,11,BRO,Broward,163
2022,BRO-0164,11,BRO,Broward,164
2022,BRO-0165,11,BRO,Broward,165
2022,BRO-0166,11,BRO,Broward,166
2022,BRO-0167,11,BRO,Broward,167
2022,BRO-0168,11,BRO,Broward,168
2022,BRO-0169,11,BRO,Broward,169
2022,BRO-0170,11,BRO,Broward,170
2022,BRO-0171,11,BRO,Broward,171
2022,BRO-0172,11,BRO,Broward,172
2022,BRO-0173,11,BRO,Broward,173
2022,BRO-0174,11,BRO,Broward,174
2022,BRO-0175,11,BRO,Broward,175
2022,BRO-0176,11,BRO,Broward,176
2022,BRO-0177,11,BRO,Broward,177
2022,BRO-0178,11,BRO,Broward,178
2022,BRO-0179,11,BRO,Broward,179
2022,BRO-0180,11,BRO,Broward,180
2022,BRO-0181,11,BRO,Broward,181
2022,BRO-0182,11,BRO,Broward,182
2022,BRO-0183,11,BRO,Broward,183
2022,BRO-0184,11,BRO,Broward,184
2022,BRO-0185,11,BRO,Broward,185
2022,BRO-0186,11,BRO,Broward,186
2022,BRO-0187,11,BRO,Broward,187
2022,BRO-0188,11,BRO,Broward,188
2022,BRO-0189,11,BRO,Broward,189
2022,BRO-0190,11,BRO,Broward,190
2022,BRO-0191,11,BRO,Broward,191
2022,BRO-0192,11,BRO,Broward,192
2022,BRO-0193,11,BRO,Broward,193
2022,BRO-0194,11,BRO,Broward,194
2022,BRO-0195,11,BRO,Broward,195
2022,BRO-0196,11,BRO,Broward,196
2022,BRO-0197,11,BRO,Broward,197
2022,BRO-0198,11,BRO,Broward,198
2022,BRO-0199,11,BRO,Broward,199
2022,BRO-0200,11,BRO,Broward,200
2022,BRO-0201,11,BRO,Broward,201
2022,BRO-0202,11,BRO,Broward,202
2022,BRO-0203,11,BRO,Broward,203
2022,BRO-0204,11,BRO,Broward,204
2022,BRO-0205,11,BRO,Broward,205
2022,BRO-0206,11,BRO,Broward,206
2022,BRO-0207,11,BRO,Broward,207
2022,BRO-0208,11,BRO,Broward,208
2022,BRO-0209,11,BRO,Broward,209
2022,BRO-0210,11,BRO,Broward,210
2022,BRO-0211,11,BRO,Broward,211
2022,BRO-0212,11,BRO,Broward,212
2022,BRO-0213,11,BRO,Broward,213
2022,BRO-0214,11,BRO,Broward,214
2022,BRO-0215,11,BRO,Broward,215
2022,BRO-0216,11,BRO,Broward,216
2022,BRO-0217,11,BRO,Broward,217
2022,BRO-0218,11,BRO,Broward,218
2022,BRO-0219,11,BRO,Broward,219
2022,BRO-0220,11,BRO,Broward,220
2022,BRO-0221,11,BRO,Broward,221
2022,BRO-0222,11,BRO,Broward,222
2022,BRO-0223,11,BRO,Broward,223
2022,BRO-0224,11,BRO,Broward,224
2022,BRO-0225,11,BRO,Broward,225
2022,BRO-0226,11,BRO,Broward,226
2022,BRO-0227,11,BRO,Broward,227
2022,BRO-0228,11,BRO,Broward,228
2022,BRO-0229,11,BRO,Broward,229
2022,BRO-0230,11,BRO,Broward,230
2022,BRO-0231,11,BRO,Broward,231
2022,BRO-0232,11,BRO,Broward,232
2022,BRO-0233,11,BRO,Broward,233
2022,BRO-0234,11,BRO,Broward,234
2022,BRO-0235,11,BRO,Broward,235
2022,BRO-0236,11,BRO,Broward,236
2022,BRO-0237,11,BRO,Broward,237
2022,BRO-0238,11,BRO,Broward,238
2022,BRO-0239,11,BRO,Broward,239
2022,BRO-0240,11,BRO,Broward,240
2022,BRO-0241,11,BRO,Broward,241
2022,BRO-0242,11,BRO,Broward,242
2022,BRO-0243,11,BRO,Broward,243
2022,BRO-0244,11,BRO,Broward,244
2022,BRO-0245,11,BRO,Broward,245
2022,BRO-0246,11,BRO,Broward,246
2022,BRO-0247,11,BRO,Broward,247
2022,BRO-0248,11,BRO,Broward,248
2022,BRO-0249,11,BRO,Broward,249
2022,BRO-0250,11,BRO,Broward,250
2022,BRO-0251,11,BRO,Broward,251
2022,BRO-0252,11,BRO,Broward,252
2022,BRO-0253,11,BRO,Broward,253
2022,BRO-0254,11,BRO,Broward,254
2022,BRO-0255,11,BRO,Broward,255
2022,BRO-0256,11,BRO,Broward,256
2022,BRO-0257,11,BRO,Broward,257
2022,BRO-0258,11,BRO,Broward,258
2022,BRO-0259,11,BRO,Broward,259
2022,BRO-0260,11,BRO,Broward,260
2022,BRO-0261,11,BRO,Broward,261
2022,BRO-0262,11,BRO,Broward,262
2022,BRO-0263,11,BRO,Broward,263
2022,BRO-0264,11,BRO,Broward,264
2022,BRO-0265,11,BRO,Broward,265
2022,BRO-0266,11,BRO,Broward,266
2022,BRO-0267,11,BRO,Broward,267
2022,BRO-0268,11,BRO,Broward,268
2022,BRO-0269,11,BRO,Broward,269
2022,BRO-0270,11,BRO,Broward,270
2022,BRO-0271,11,BRO,Broward,271
2022,BRO-0272,11,BRO,Broward,272
2022,BRO-0273,11,BRO,Broward,273
2022,BRO-0274,11,BRO,Broward,274
2022,BRO-0275,11,BRO,Broward,275
2022,BRO-0276,11,BRO,Broward,276
2022,BRO-0277,11,BRO,Broward,277
2022,BRO-0278,11,BRO,Broward,278
2022,BRO-0279,11,BRO,Broward,279
2022,BRO-0280,11,BRO,Broward,280
2022,BRO-0281,11,BRO,Broward,281
2022,BRO-0282,11,BRO,Broward,282
2022,BRO-0283,11,BRO,Broward,283
2022,BRO-0284,11,BRO,Broward,284
2022,BRO-0285,11,BRO,Broward,285
2022,BRO-0286,11,BRO,Broward,286
2022,BRO-0287,11,BRO,Broward,287
2022,BRO-0288,11,BRO,Broward,288
2022,BRO-0289,11,BRO,Broward,289
2022,BRO-0290,11,BRO,Broward,290
2022,BRO-0291,11,BRO,Broward,291
2022,BRO-0292,11,BRO,Broward,292
2022,BRO-0293,11,BRO,Broward,293
2022,BRO-0294,11,BRO,Broward,294
2022,BRO-0295,11,BRO,Broward,295
2022,BRO-0296,11,BRO,Broward,296
2022,BRO-0297,11,BRO,Broward,297
2022,BRO-0298,11,BRO,Broward,298
2022,BRO-0299,11,BRO,Broward,299
2022,BRO-0300,11,BRO,Broward,300
2022,BRO-0301,11,BRO,Broward,301
2022,BRO-0302,11,BRO,Broward,302
2022,BRO-0303,11,BRO,Broward,303
2022,BRO-0304,11,BRO,Broward,304
2022,BRO-0305,11,BRO,Broward,305
2022,BRO-0306,11,BRO,Broward,306
2022,BRO-0307,11,BRO,Broward,307
2022,BRO-0308,11,BRO,Broward,308
2022,BRO-0309,11,BRO,Broward,309
2022,BRO-0310,11,BRO,Broward,310
2022,BRO-0311,11,BRO,Broward,311
2022,BRO-0312,11,BRO,Broward,312
2022,BRO-0313,11,BRO,Broward,313
2022,BRO-0314,11,BRO,Broward,314
2022,BRO-0315,11,BRO,Broward,315
2022,BRO-0316,11,BRO,Broward,316
2022,BRO-0317,11,BRO,Broward,317
2022,BRO-0318,11,BRO,Broward,318
2022,BRO-0319,11,BRO,Broward,319
2022,BRO-0320,11,BRO,Broward,320
2022,BRO-0321,11,BRO,Broward,321
2022,BRO-0322,11,BRO,Broward,322
2022,BRO-0323,11,BRO,Broward,323
2022,BRO-0324,11,BRO,Broward,324
2022,BRO-0325,11,BRO,Broward,325
2022,BRO-0326,11,BRO,Broward,326
2022,BRO-0327,11,BRO,Broward,327
2022,BRO-0328,11,BRO,Broward,328
2022,BRO-0329,11,BRO,Broward,329
2022,BRO-0330,11,BRO,Broward,330
2022,BRO-0331,11,BRO,Broward,331
2022,BRO-0332,11,BRO,Broward,332
2022,BRO-0333,11,BRO,Broward,333
